20,50
19,49
18,48
17,47
16,46
15,45
14,44
13,43
12,42
11,41
10,40
9,39
8,38
7,37
6,36
5,35
4,34
3,33
2,32
1,31
20,30
19,29
18,28
17,27
16,26
15,25
14,24
13,23
12,22
11,21
10,20
9,19
8,18
7,17
6,16
5,15
4,14
3,13
2,12
1,11
20,10
19,9
18,8
17,7
16,6
15,5
14,4
13,3
12,2
11,1
20,50
19,49
18,48
17,47
16,46
15,45
14,44
13,43
12,42
11,41
10,40
9,39
8,38
7,37
6,36
5,35
4,34
3,33
2,32
1,31
20,30
19,29
18,28
17,27
16,26
15,25
14,24
13,23
12,22
11,21
10,20
9,19
8,18
7,17
6,16
5,15
4,14
3,13
2,12
1,11
20,10
19,9
18,8
17,7
16,6
15,5
14,4
13,3
12,2
11,1
